Geo Point;Geo Shape;id_ref_ZdA;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.981365414968727, -1.3604803533908858;"{""coordinates"": [-1.360480353390886, -5.981365414968727], ""type"": ""Point""}";45616;1106;HÔPITAL ROBERT DEBRÉ;Hôpital Robert Debré;TRAM;;A01757;TRAM 3b;TRAM 3b-1604;3B;438.89148635;375.69767684
-5.981262868424812, -1.3604912836891014;"{""coordinates"": [-1.360491283689101, -5.981262868424812], ""type"": ""Point""}";44521;1116;PORTE DE PANTIN;Pte de Pantin;TRAM;;A01757;TRAM 3b;TRAM 3b-105047;3B;438.04721417;392.2101878
-5.980809622464828, -1.3615523710069732;"{""coordinates"": [-1.361552371006973, -5.980809622464828], ""type"": ""Point""}";50664;1081;LE VILLAGE;Le Village;TRAM;;A01191;TRAM 1;TRAM 1-1032;1;271.99982584;474.1667573
-5.981859809653289, -1.3613773320341909;"{""coordinates"": [-1.361377332034191, -5.981859809653289], ""type"": ""Point""}";43395;359;IENA;Iena;METRO;;A01542;METRO 9;METRO 9-109045;9;290.75787354;304.50268555
-5.9821006672267565, -1.3614000573823788;"{""coordinates"": [-1.361400057382379, -5.982100667226756], ""type"": ""Point""}";45346;377;JAVEL;Javel;METRO;;A01543;METRO 10;METRO 10-315;10;284.98391752;266.1475218
-5.981885545329159, -1.3610423523162465;"{""coordinates"": [-1.361042352316246, -5.981885545329159], ""type"": ""Point""}";59379;486;MABILLON;Mabillon;METRO;;A01543;METRO 10;METRO 10-110057;10;344.21728516;297.41467285
-5.981744187880746, -1.3604876253280886;"{""coordinates"": [-1.360487625328089, -5.981744187880746], ""type"": ""Point""}";44072;509;MARAÎCHERS;Maraîchers;METRO;;A01542;METRO 9;METRO 9-109085;9;434.37428157;315.12844687
-5.981524085913551, -1.3604972780835218;"{""coordinates"": [-1.360497278083522, -5.981524085913551], ""type"": ""Point""}";45630;630;PELLEPORT;Pelleport;METRO;;A01549;METRO 3bis;METRO 3bis-116035;3b;434.77490234;350.44769287
-5.981882424107178, -1.3605655395733338;"{""coordinates"": [-1.360565539573334, -5.981882424107178], ""type"": ""Point""}";44334;641;PICPUS;Picpus;METRO;;A01539;METRO 6;METRO 6-106033;6;420.66369629;293.68969727
-5.982264638324313, -1.360956138124013;"{""coordinates"": [-1.360956138124013, -5.982264638324313], ""type"": ""Point""}";45329;987;MONTSOURIS;Montsouris;TRAM;;A01193;TRAM 3a;TRAM 3a-1310;3A;354.67984838;235.96545308
-5.982275258879654, -1.3611474769081302;"{""coordinates"": [-1.36114747690813, -5.982275258879654], ""type"": ""Point""}";42387;982;BRANCION;Brancion;TRAM;;A01193;TRAM 3a;TRAM 3a-1305;3A;323.91991246;235.96057351
-5.982031244401231, -1.3606516170955714;"{""coordinates"": [-1.360651617095571, -5.982031244401231], ""type"": ""Point""}";44582;717;QUAI DE LA GARE;Quai de la Gare;METRO;;A01539;METRO 6;METRO 6-106043;6;405.55121328;270.62912143
-5.981891321190418, -1.3610867729355702;"{""coordinates"": [-1.36108677293557, -5.981891321190418], ""type"": ""Point""}";58717;752;RUE DU BAC;Rue du Bac;METRO;;A01545;METRO 12;METRO 12-112055;12;337.04697651;296.88381086
-5.98152707305233, -1.3610164390138308;"{""coordinates"": [-1.361016439013831, -5.98152707305233], ""type"": ""Point""}";43310;755;GRANDS BOULEVARDS;Grands Boulevards;METRO;;A01542;METRO 9;METRO 9-108045;9;351.54290772;354.5692749
-5.981638828639405, -1.3607118657615362;"{""coordinates"": [-1.360711865761536, -5.981638828639405], ""type"": ""Point""}";45205;758;SAINT-AMBROISE;St-Ambroise;METRO;;A01542;METRO 9;METRO 9-109073;9;399.36767578;333.980896
-5.981721627896097, -1.360838872219222;"{""coordinates"": [-1.360838872219222, -5.981721627896097], ""type"": ""Point""}";44881;777;SAINT-PAUL;St-Paul;METRO;;A01534;METRO 1;METRO 1-101049;1;378.27972412;321.85168457
-5.981939953014497, -1.3610589197521088;"{""coordinates"": [-1.361058919752109, -5.981939953014497], ""type"": ""Point""}";45120;781;SAINT-SULPICE;St-Sulpice;METRO;;A01537;METRO 4;METRO 4-104063;4;341.0806198;288.85192984
-5.981531390943378, -1.3610946063741785;"{""coordinates"": [-1.361094606374178, -5.981531390943378], ""type"": ""Point""}";44642;738;RICHELIEU-DROUOT;Richelieu-Drouot;METRO;;A01542;METRO 9;METRO 9-108043;9;338.97701357;354.57070029
-5.981818245829789, -1.3610952954966236;"{""coordinates"": [-1.361095295496624, -5.981818245829789], ""type"": ""Point""}";45704;30;ASSEMBLÉE NATIONALE;Assemblée Nationale;METRO;;A01545;METRO 12;METRO 12-112059;12;336.32769775;308.65710449
-5.98204479216781, -1.361298750551829;"{""coordinates"": [-1.361298750551829, -5.98204479216781], ""type"": ""Point""}";42265;43;AVENUE EMILE ZOLA;Av. Emile Zola;METRO;;A01543;METRO 10;METRO 10-110045;10;301.71491149;274.19431416
-5.981907298385762, -1.360564169972118;"{""coordinates"": [-1.360564169972118, -5.981907298385762], ""type"": ""Point""}";45222;59;BEL-AIR;Bel-Air;METRO;;A01539;METRO 6;METRO 6-106035;6;420.66308594;289.69567871
-5.981717867141755, -1.3606237015703633;"{""coordinates"": [-1.360623701570363, -5.981717867141755], ""type"": ""Point""}";42374;98;RUE DES BOULETS;Rue des Boulets;METRO;;A01542;METRO 9;METRO 9-109079;9;412.79830802;320.54745319
-5.982049781579011, -1.3612585663220467;"{""coordinates"": [-1.361258566322047, -5.982049781579011], ""type"": ""Point""}";42419;123;CAMBRONNE;Cambronne;METRO;;A01539;METRO 6;METRO 6-106069;6;308.11108398;273.03948975
-5.981911760338636, -1.3608625318605758;"{""coordinates"": [-1.360862531860576, -5.981911760338636], ""type"": ""Point""}";42435;125;CARDINAL LEMOINE;Cardinal Lemoine;METRO;;A01543;METRO 10;METRO 10-110063;10;372.80511475;291.62487793
-5.980577217874513, -1.360888487745572;"{""coordinates"": [-1.360888487745572, -5.980577217874513], ""type"": ""Point""}";58638;1128;JONCHEROLLES;Joncherolles;TRAM;;A01760;TRAM 5;TRAM 5-1504;5;380.45559656;505.48708165
-5.980548797883557, -1.3608900220045996;"{""coordinates"": [-1.3608900220046, -5.980548797883557], ""type"": ""Point""}";50686;1127;SUZANNE VALADON;Suzanne Valadon;TRAM;;A01760;TRAM 5;TRAM 5-1505;5;380.46120532;510.05003485
-5.980360150899654, -1.3604839339267043;"{""coordinates"": [-1.360483933926704, -5.980360150899654], ""type"": ""Point""}";43748;1119;LES LOCHÈRES;Les Lochères;TRAM;;A01760;TRAM 5;TRAM 5-1507;5;447.21325035;536.65016868
-5.980364785901431, -1.3605678610494598;"{""coordinates"": [-1.36056786104946, -5.980364785901431], ""type"": ""Point""}";44298;1120;PAUL VALÉRY;Paul Valéry;TRAM;;A01760;TRAM 5;TRAM 5-1508;5;433.72132531;536.65164478
-5.982641307871935, -1.3607420229812495;"{""coordinates"": [-1.360742022981249, -5.982641307871935], ""type"": ""Point""}";45049;1142;VILLEJUIF-LOUIS ARAGON;Villejuif-Louis Aragon;TRAM;TRAM  7;A02134;TRAM 7;TRAM 7-107005;7;385.66291385;173.77035866
-5.98273322653428, -1.3608241643978412;"{""coordinates"": [-1.360824164397841, -5.98273322653428], ""type"": ""Point""}";47694;1146;BRETAGNE;Bretagne;TRAM;;A02134;TRAM 7;TRAM 7-1815;7;371.6845027;159.78357966
-5.982870514329114, -1.3609429104777955;"{""coordinates"": [-1.360942910477795, -5.982870514329114], ""type"": ""Point""}";52184;1152;SAARINEN;Saarinen;TRAM;;A02134;TRAM 7;TRAM 7-1801;7;351.43787941;138.85830921
-5.982918713363579, -1.3609421469961605;"{""coordinates"": [-1.36094214699616, -5.982918713363579], ""type"": ""Point""}";44787;1154;LA FRATERNELLE;La Fraternelle;TRAM;;A02134;TRAM 7;TRAM 7-305;7;351.13381637;131.13565096
-5.9830227119081085, -1.360896277522553;"{""coordinates"": [-1.360896277522553, -5.983022711908109], ""type"": ""Point""}";58782;1157;COEUR D'ORLY;Coeur d'Orly;TRAM;;A02134;TRAM 7;TRAM 7-1805;7;357.5649933;114.08090664
-5.983053536929008, -1.360861895987865;"{""coordinates"": [-1.360861895987865, -5.983053536929008], ""type"": ""Point""}";42165;1158;AÉROPORT D'ORLY;Aéroport d'Orly;TRAM;;A02134;TRAM 7;TRAM 7-450;7;362.80261538;108.84180006
-5.9825996480206705, -1.3611202019049584;"{""coordinates"": [-1.361120201904958, -5.98259964802067], ""type"": ""Point""}";59202;1161;VAUBAN;Vauban;TRAM;;A02149;TRAM 6;TRAM 6-117058;6;325.42029653;183.7902313
-5.9826394412279305, -1.3611557928300988;"{""coordinates"": [-1.361155792830099, -5.98263944122793], ""type"": ""Point""}";59221;1162;CENTRE DE CHÂTILLON;Centre de Châtillon;TRAM;;A02149;TRAM 6;TRAM 6-117057;6;319.3639361;177.73528442
-5.98266065677237, -1.3612405399119658;"{""coordinates"": [-1.361240539911966, -5.98266065677237], ""type"": ""Point""}";59179;1163;PARC ANDRÉ MALRAUX;Parc André Malraux;TRAM;;A02149;TRAM 6;TRAM 6-117056;6;305.5937000020544;175.09012921794115
-5.982683697435866, -1.3613039880303033;"{""coordinates"": [-1.361303988030303, -5.982683697435866], ""type"": ""Point""}";42850;1164;DIVISION LECLERC;Division Leclerc;TRAM;;A02149;TRAM 6;TRAM 6-117055;6;295.2208447166448;171.96395528048618
-5.982804344810557, -1.3614392022410955;"{""coordinates"": [-1.361439202241095, -5.982804344810557], ""type"": ""Point""}";44300;1168;PAVÉ BLANC;Pavé Blanc;TRAM;;A02149;TRAM 6;TRAM 6-117051;6;272.48204357;153.84858305
-5.980650830959093, -1.3610601395159418;"{""coordinates"": [-1.361060139515942, -5.980650830959093], ""type"": ""Point""}";59325;1188;BLUMENTHAL;Blumenthal;TRAM;;A02150;TRAM 8;TRAM 8-117066;8;352.29397654;495.22410158
-5.980754789654793, -1.3610076557098967;"{""coordinates"": [-1.361007655709897, -5.980754789654793], ""type"": ""Point""}";46334;1182;PAUL ELUARD;Paul Eluard;TRAM;;A02150;TRAM 8;TRAM 8-117060;8;359.78547501;478.11762246
-5.980877664958907, -1.36097524479689;"{""coordinates"": [-1.36097524479689, -5.980877664958907], ""type"": ""Point""}";44861;1179;SAINT-DENIS-PORTE DE PARIS;St-Denis-Pte de Paris;TRAM;TRAM  8;A02150;TRAM 8;TRAM 8-114079;8;363.89234623;458.16082091
-5.982555616866518, -1.361893064364923;"{""coordinates"": [-1.361893064364923, -5.982555616866518], ""type"": ""Point""}";43241;1197;CHAVILLE RIVE DROITE;Chaville R.D.;TRAIN;;A01855;TRAIN U;TRAIN U-382;U;201.94242637;197.68763453
-5.980621932805975, -1.361426014390586;"{""coordinates"": [-1.361426014390586, -5.980621932805975], ""type"": ""Point""}";43077;1201;GARE D'EPINAY-SUR-SEINE;Gare d'Epinay-sur-Seine;TRAM;TRAM  11;A02225;TRAM 11;TRAM 11-426;11;293.91190466;503.09201588
-5.980496034976602, -1.3606054978090447;"{""coordinates"": [-1.360605497809045, -5.980496034976602], ""type"": ""Point""}";43179;1204;GARE DE PIERREFITTE STAINS;Gare de Pierrefitte Stains;TRAM;;A02225;TRAM 11;TRAM 11-415;11;426.52807617;515.97528076
-5.982707558013827, -1.3620348398192066;"{""coordinates"": [-1.362034839819207, -5.982707558013827], ""type"": ""Point""}";46689;1200;VIROFLAY R.D.;Viroflay R.D.;TRAM;TRAM  6;A02149;TRAM 6;TRAM 6-149;6;177.87487793;174.62109375
-5.981173082172657, -1.3611845764197705;"{""coordinates"": [-1.361184576419771, -5.981173082172657], ""type"": ""Point""}";44515;1210;ANGÉLIQUE COMPOINT;Angélique Compoint - Pte de Montmartre;TRAM;;A01757;TRAM 3b;TRAM 3b-1613;3B;327.7287125;412.72573839
-5.980920905484999, -1.3596583762603047;"{""coordinates"": [-1.359658376260305, -5.980920905484999], ""type"": ""Point""}";477281;1224;ARBORETUM;Arboretum;TRAM;;A01761;TRAM 4;TRAM 4-530;4;583.00298646;450.12912824
-5.980859455637958, -1.3597407792821774;"{""coordinates"": [-1.359740779282177, -5.980859455637958], ""type"": ""Point""}";477287;1220;CLICHY-SOUS-BOIS MAIRIE;Clichy-sous-Bois Mairie;TRAM;;A01761;TRAM 4;TRAM 4-526;4;561.89885956;450.13947545
-5.980857812721776, -1.3597108220399545;"{""coordinates"": [-1.359710822039955, -5.980857812721776], ""type"": ""Point""}";43043;1221;ROMAIN ROLLAND;Romain Rolland;TRAM;;A01761;TRAM 4;TRAM 4-527;4;566.71458424;450.13711434
-5.982562416370803, -1.3606074178608825;"{""coordinates"": [-1.360607417860882, -5.982562416370803], ""type"": ""Point""}";478994;1235;BEETHOVEN - CONCORDE;Beethoven - Concorde;TRAM;;A01855;TRAM 9;TRAM 9-117077;9;407.93453667;185.20690292
-5.982618268715555, -1.3606043368980925;"{""coordinates"": [-1.360604336898092, -5.982618268715555], ""type"": ""Point""}";479022;1237;MAIRIE DE VITRY;Mairie de Vitry;TRAM;;A01855;TRAM 9;TRAM 9-117079;9;407.93407124;176.23865079
-5.9826461619164935, -1.3606027982361888;"{""coordinates"": [-1.360602798236189, -5.982646161916493], ""type"": ""Point""}";479015;1238;CAMILLE GROULT;Camille Groult;TRAM;;A01855;TRAM 9;TRAM 9-117080;9;407.9338388;171.75981625
-5.982674118900147, -1.360601256056329;"{""coordinates"": [-1.360601256056329, -5.982674118900147], ""type"": ""Point""}";479019;1239;CONSTANT COQUELIN;Constant Coquelin;TRAM;;A01855;TRAM 9;TRAM 9-117081;9;407.93360583;167.27073827
-5.982340779385876, -1.3606739119086413;"{""coordinates"": [-1.360673911908641, -5.982340779385876], ""type"": ""Point""}";479017;1231;CHÂTEAUDUN - BARBÈS;Châteaudun - Barbès;TRAM;;A01855;TRAM 9;TRAM 9-117073;9;399.23880709;221.27605185
-5.98251263429042, -1.3609641403489638;"{""coordinates"": [-1.360964140348964, -5.98251263429042], ""type"": ""Point""}";483280;1250;Bagneux Lucie Aubrac;Bagneux Lucie Aubrac;METRO;METRO 4;A01537;METRO 4;METRO 4-117091;4;351.08303592;220.30339848
-5.982722886045353, -1.362490367846776;"{""coordinates"": [-1.362490367846776, -5.982722886045353], ""type"": ""Point""}";480937;1253;LES PORTES DE SAINT-CYR;Les Portes de St-Cyr;TRAM;0;A02373;TRAM 13;;13;104.73100269133339;176.20477779772483
-5.982771645969391, -1.3613568858882996;"{""coordinates"": [-1.3613568858883, -5.982771645969391], ""type"": ""Point""}";70060;1828;Le Hameau;Le Hameau;TRAM;;A02527;TRAM 10;TRAM 10-1276;10;285.9644000008702;158.35370000079274
-5.982785978239386, -1.3613406855753414;"{""coordinates"": [-1.361340685575341, -5.982785978239386], ""type"": ""Point""}";70009;1828;Parc des Sports;Parc des Sports;TRAM;;A02527;TRAM 10;TRAM 10-1275;10;288.4340000003576;155.91580000147223
-5.983451176192057, -1.3607399968501113;"{""coordinates"": [-1.360739996850111, -5.983451176192057], ""type"": ""Point""}";486964;1841;Bois Briard;"Bois Briard
Briard";Tramway;;A02708;TRAM 12;NR;12;378.820695643;89.7363891602
-5.983202131451569, -1.3611418629578111;"{""coordinates"": [-1.361141862957811, -5.983202131451569], ""type"": ""Point""}";486893;184;Chilly-Mazarin;Chilly-Mazarin;Tramway;;A02708;TRAM 12;NR;12;316.61650806;89.7363891602
-5.980247978960476, -1.3595652195453176;"{""coordinates"": [-1.359565219545318, -5.980247978960476], ""type"": ""Point""}";46725;904;VILLEPARISIS-MITRY-LE-NEUF;Villeparisis-Mitry-le-Neuf;RER;;A01857;RER B;RER B-8;B;595.44514878;546.46804562
-5.9800780323744265, -1.360337783342175;"{""coordinates"": [-1.360337783342175, -5.980078032374426], ""type"": ""Point""}";47968;452;LES NOUES;Les Noues;RER;;A01842;RER D;RER D-258;D;473.13249029;580.51601099
-5.980004861601863, -1.3603417721415227;"{""coordinates"": [-1.360341772141523, -5.980004861601863], ""type"": ""Point""}";44628;482;LOUVRES;Louvres;RER;;A01842;RER D;RER D-259;D;473.14077815;592.26408262
-5.979816704106395, -1.3603677508379513;"{""coordinates"": [-1.360367750837951, -5.979816704106395], ""type"": ""Point""}";411418;958;LA BORNE BLANCHE;La Borne Blanche;RER;;A01842;RER D;RER D-455;D;470.64215823;622.61368386
-5.98201506544179, -1.3600434880938725;"{""coordinates"": [-1.360043488093873, -5.98201506544179], ""type"": ""Point""}";47886;594;NOGENT-SUR-MARNE;Nogent-sur-Marne;RER;;A01856;RER A;RER A-343;A;503.1594513;267.83157018
-5.982183216136201, -1.3591081772940317;"{""coordinates"": [-1.359108177294032, -5.982183216136201], ""type"": ""Point""}";47942;570;MORTCERF;Mortcerf;TRAIN;;A01844;TRAIN P;TRAIN P-27;P;651.57445316;232.62923355
-5.983285643801606, -1.3615719706902005;"{""coordinates"": [-1.361571970690201, -5.983285643801606], ""type"": ""Point""}";43232;429;LE GUICHET;Le Guichet;RER;;A01857;RER B;RER B-175;B;246.94268578;77.97738152
-5.980779552031784, -1.3620511252634429;"{""coordinates"": [-1.362051125263443, -5.980779552031784], ""type"": ""Point""}";43236;435;LE STADE;Le Stade;TRAIN;;A01852;TRAIN J;TRAIN J-397;J;192.33187826;483.40028915
-5.980684432416779, -1.3622310606843944;"{""coordinates"": [-1.362231060684394, -5.980684432416779], ""type"": ""Point""}";43212;867;VAL D'ARGENTEUIL;Val d'Argenteuil;TRAIN;;A01852;TRAIN J;TRAIN J-220;J;164.33597643;500.22147574
-5.982102773919427, -1.3591126196365508;"{""coordinates"": [-1.359112619636551, -5.982102773919427], ""type"": ""Point""}";47205;340;GUERARD-LA-CELLE-SUR-MORIN;Guerard-la-Celle-sur-Morin;TRAIN;;A01844;TRAIN P;TRAIN P-28;P;651.57417818;245.5458337
-5.981168770005959, -1.362727116445008;"{""coordinates"": [-1.362727116445008, -5.981168770005959], ""type"": ""Point""}";47874;660;POISSY;Poissy;RER;RER A;A01856;RER A;RER A-136;A;80.54627346;427.08646704
-5.981865872890691, -1.3624636602137357;"{""coordinates"": [-1.362463660213736, -5.981865872890691], ""type"": ""Point""}";480941;1260;FOURQUEUX - BEL AIR;Fourqueux - Bel Air;TRAM;0;A02373;TRAM 13;TRAM 13-;13;116.59866440930071;313.1596694607493
-5.9822662177041455, -1.3620730734266606;"{""coordinates"": [-1.362073073426661, -5.982266217704145], ""type"": ""Point""}";47770;304;GARCHES-MARNES-LA-COQUETTE;Garches-Marnes-la-Coquette;TRAIN;;A02176;TRAIN L;TRAIN L-380;L;175.65386091;245.61043803
-5.980802538291102, -1.3614240812519662;"{""coordinates"": [-1.361424081251966, -5.980802538291102], ""type"": ""Point""}";43130;326;GENNEVILLIERS;Gennevilliers;RER;;A01840;RER C;RER C-428;C;292.62310303;474.16385522
-5.98058670754734, -1.3612555553035057;"{""coordinates"": [-1.361255555303506, -5.98058670754734], ""type"": ""Point""}";43078;259;EPINAY-VILLETANEUSE;Epinay-Villetaneuse;TRAIN;;A01849;TRAIN H;TRAIN H-427;H;321.54269752;507.22033005
-5.980103739843344, -1.3613137405454054;"{""coordinates"": [-1.361313740545405, -5.980103739843344], ""type"": ""Point""}";47946;710;PRESLES-COURCELLES;Presles-Courcelles;TRAIN;;A01849;TRAIN H;TRAIN H-268;H;316.49199862;585.04779053
-5.980800924367354, -1.3629252605702376;"{""coordinates"": [-1.362925260570238, -5.980800924367354], ""type"": ""Point""}";43160;527;MAURECOURT;Maurecourt;TRAIN;;A01852;TRAIN J;TRAIN J-126;J;52.04702368;487.7270211
-5.980891211811812, -1.3629359127679184;"{""coordinates"": [-1.362935912767918, -5.980891211811812], ""type"": ""Point""}";47916;17;ANDRESY;Andresy;TRAIN;;A01852;TRAIN J;TRAIN J-125;J;49.54033737;473.36826071
-5.981240927251096, -1.3629165794065152;"{""coordinates"": [-1.362916579406515, -5.981240927251096], ""type"": ""Point""}";46902;854;THUN-LE-PARADIS;Thun-le-Paradis;TRAIN;;A01852;TRAIN J;TRAIN J-121;J;49.54252884;417.21518524
-5.981331927602292, -1.3629115483941752;"{""coordinates"": [-1.362911548394175, -5.981331927602292], ""type"": ""Point""}";46897;541;MEULAN-HARDRICOURT;Meulan-Hardricourt;TRAIN;;A01852;TRAIN J;TRAIN J-120;J;49.5430739;402.60329809
-5.981507794444264, -1.3629018267645643;"{""coordinates"": [-1.362901826764564, -5.981507794444264], ""type"": ""Point""}";43129;321;GARGENVILLE;Gargenville;TRAIN;;A01852;TRAIN J;TRAIN J-118;J;49.54426943;374.36447635
-5.981683010817628, -1.3628921407068615;"{""coordinates"": [-1.362892140706861, -5.981683010817628], ""type"": ""Point""}";43151;469;LIMAY;Limay;TRAIN;;A01852;TRAIN J;TRAIN J-116;J;49.54524182;346.23017255
-5.98007160177236, -1.360954759610799;"{""coordinates"": [-1.360954759610799, -5.98007160177236], ""type"": ""Point""}";47525;890;VIARMES;Viarmes;TRAIN;;A01849;TRAIN H;TRAIN H-265;H;374.52731974;587.01241844
-5.980792754339334, -1.3605205035364163;"{""coordinates"": [-1.360520503536416, -5.980792754339334], ""type"": ""Point""}";43140;34;LA COURNEUVE-AUBERVILLIERS;La Courneuve-Aubervilliers;RER;;A01857;RER B;RER B-401;B;437.52409602;467.72424223
-5.982415714620865, -1.3611297713187143;"{""coordinates"": [-1.361129771318714, -5.982415714620865], ""type"": ""Point""}";43214;872;VANVES-MALAKOFF;Vanves-Malakoff;TRAIN;;A01847;TRAIN N;TRAIN N-286;N;325.51457909;213.31944933
-5.982925710916743, -1.3612499538190457;"{""coordinates"": [-1.361249953819046, -5.982925710916743], ""type"": ""Point""}";43124;286;FONTAINE-MICHALON;Fontaine-Michalon;RER;;A01857;RER B;RER B-302;B;301.73890622;132.74289255
-5.982781250180189, -1.3618290861160642;"{""coordinates"": [-1.361829086116064, -5.982781250180189], ""type"": ""Point""}";47883;177;CHAVILLE-VELIZY;Chaville-Velizy;RER;;A01840;RER C;RER C-72;C;210.19899264;161.00065203
-5.980981448198738, -1.3609135115769597;"{""coordinates"": [-1.36091351157696, -5.980981448198738], ""type"": ""Point""}";43145;404;LA PLAINE-STADE DE FRANCE;La Plaine-Stade de France;RER;;A01857;RER B;RER B-400;B;372.86775962;441.00035226
-5.980652686963519, -1.3602287768440156;"{""coordinates"": [-1.360228776844016, -5.980652686963519], ""type"": ""Point""}";43122;242;DRANCY;Drancy;RER;;A01857;RER B;RER B-403;B;485.51799138;487.56134086
-5.980606382174104, -1.3601323327272918;"{""coordinates"": [-1.360132332727292, -5.980606382174104], ""type"": ""Point""}";46163;77;LE BLANC-MESNIL;Le Blanc-Mesnil;RER;;A01857;RER B;RER B-404;B;501.38456118;494.119314
-5.983016677137866, -1.3604907189694493;"{""coordinates"": [-1.360490718969449, -5.983016677137866], ""type"": ""Point""}";46387;3;ABLON;Ablon;RER;;A01840;RER C;RER C-425;C;422.6181485;111.45378527
-5.982227718396427, -1.3593388623800693;"{""coordinates"": [-1.359338862380069, -5.982227718396427], ""type"": ""Point""}";43131;966;GRETZ-ARMAINVILLIERS;Gretz-Armainvilliers;RER;;A01843;RER E;RER E-12;E;614.20867084;227.54844833
-5.981971808036926, -1.3609524939290685;"{""coordinates"": [-1.360952493929068, -5.981971808036926], ""type"": ""Point""}";43833;484;LUXEMBOURG;Luxembourg;RER;;A01857;RER B;RER B-296;B;357.85555124;282.8096276
-5.9827365993543316, -1.361528072696607;"{""coordinates"": [-1.361528072696607, -5.982736599354332], ""type"": ""Point""}";43163;540;MEUDON-VAL-FLEURY;Meudon-Val-Fleury;RER;;A01840;RER C;RER C-319;C;258.83827111;165.48104569
-5.981072661760199, -1.3617507110163332;"{""coordinates"": [-1.361750711016333, -5.981072661760199], ""type"": ""Point""}";43112;191;CLICHY-LEVALLOIS;Clichy-Levallois;TRAIN;;A02176;TRAIN L;TRAIN L-399;L;237.88396582;433.81759347
-5.982663712309804, -1.361015623010912;"{""coordinates"": [-1.361015623010912, -5.982663712309804], ""type"": ""Point""}";43097;102;BOURG-LA-REINE;Bourg-la-Reine;RER;;A01857;RER B;RER B-298;B;341.61441817;172.60799434
-5.982131046467742, -1.3609437081903597;"{""coordinates"": [-1.36094370819036, -5.982131046467742], ""type"": ""Point""}";42835;235;DENFERT-ROCHEREAU;Denfert-Rochereau;RER;;A01857;RER B;RER B-297;B;357.85445477;257.24070008
-5.982616520957818, -1.3609743012950928;"{""coordinates"": [-1.360974301295093, -5.982616520957818], ""type"": ""Point""}";45960;45;BAGNEUX;Bagneux;RER;;A01857;RER B;RER B-310;B;348.65469902;179.79637107
-5.980329347131422, -1.3620400375387818;"{""coordinates"": [-1.362040037538782, -5.980329347131422], ""type"": ""Point""}";43166;559;MONTIGNY-BEAUCHAMP;Montigny-Beauchamp;RER;;A01840;RER C;RER C-230;C;198.09385531;555.36959391
-5.981791001543085, -1.3628800866216717;"{""coordinates"": [-1.362880086621672, -5.981791001543085], ""type"": ""Point""}";47882;261;EPONE-MEZIERES;Epone-Mezieres;TRAIN;;A01847;TRAIN N;TRAIN N-130;N;50.52106783;328.83627006
-5.980368291430177, -1.3618766080275706;"{""coordinates"": [-1.361876608027571, -5.980368291430177], ""type"": ""Point""}";43126;291;FRANCONVILLE-LE-PLESSIS-BOUCHARD;Franconville - Le-Plessis-Bouchard;TRAIN;;A01849;TRAIN H;TRAIN H-229;H;223.94160535;547.68714659
-5.98364016909875, -1.361251780306141;"{""coordinates"": [-1.361251780306141, -5.98364016909875], ""type"": ""Point""}";47115;825;ST-MARTIN-D'ETAMPES;St-Martin-D'Etampes;RER;RER C;A01840;RER C;RER C-191;C;295.12279946;18.38613549
-5.980999048283432, -1.3592362107493106;"{""coordinates"": [-1.359236210749311, -5.980999048283432], ""type"": ""Point""}";47322;267;ESBLY;Esbly;TRAIN;;A01844;TRAIN P;TRAIN P-14;P;641.53009858;423.32447889
-5.9818311747133865, -1.3611967331644894;"{""coordinates"": [-1.361196733164489, -5.981831174713387], ""type"": ""Point""}";43407;361;INVALIDES;Invalides;RER;;A01840;RER C;RER C-312;C;319.95591555;307.48647625
-5.982290468108483, -1.3614207241608418;"{""coordinates"": [-1.361420724160842, -5.982290468108483], ""type"": ""Point""}";58798;57;PONT DU GARIGLIANO;Pont du Garigliano;RER;;A01840;RER C;RER C-316;C;279.99171155;235.94706283
-5.9811761985755645, -1.3601629910015252;"{""coordinates"": [-1.360162991001525, -5.981176198575564], ""type"": ""Point""}";44201;599;NOISY-LE-SEC;Noisy-le-Sec;RER;;A01843;RER E;RER E-360;E;491.42921961;403.17584161
-5.98129788899978, -1.359102875650475;"{""coordinates"": [-1.359102875650475, -5.98129788899978], ""type"": ""Point""}";58581;910;VILLIERS-MONTBARBIN;Villiers-Montbarbin;TRAIN;;A01844;TRAIN P;TRAIN P-24;P;660.25590067;374.30547368
-5.983306122992208, -1.3596409754532484;"{""coordinates"": [-1.359640975453248, -5.983306122992208], ""type"": ""Point""}";43107;158;CHARTRETTES;Chartrettes;TRAIN;;A01845;TRAIN R;TRAIN R-54;R;556.24781748;57.59049063
-5.983300799593235, -1.3595444233957634;"{""coordinates"": [-1.359544423395763, -5.983300799593235], ""type"": ""Point""}";43123;285;FONTAINE-LE-PORT;Fontaine-le-Port;TRAIN;;A01845;TRAIN R;TRAIN R-55;R;571.76966637;57.58765745
-5.983279480733222, -1.3591572202705346;"{""coordinates"": [-1.359157220270535, -5.983279480733222], ""type"": ""Point""}";43218;882;VERNOU-SUR-SEINE;Vernou-sur-Seine;TRAIN;;A01845;TRAIN R;TRAIN R-65;R;634.01641602;57.5706834
