Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0930471G;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;1-3 allée Gérard Philippe;;;93380;PIERREFITTE SUR SEINE;Pierrefitte-sur-Seine;653070.0;6874251.0;EPSG:2154;48.966493687068684;2.3590389574548283;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93059;Seine-Saint-Denis;Ile-de-France;Créteil;48.966493687068684, 2.3590389574548283;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930478P;Ecole maternelle Jules Ferry;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;Public;33 rue Paul Bert;;;93170;BAGNOLET;Bagnolet;657297.9;6862200.9;EPSG:2154;48.85842780944981;2.4179936427696287;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.85842780944981, 2.4179936427696287;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930486Y;Ecole maternelle Marcelin Berthelot;ECOLE MATERNELLE PUBLIQUE;MARCELIN BERTHELOT;Public;10 rue Marcelin Berthelot;;;93100;MONTREUIL;Montreuil;658842.3;6861896.2;EPSG:2154;48.85578816903483;2.4390717524213192;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.85578816903483, 2.4390717524213192;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930490C;Ecole maternelle Marville;ECOLE MATERNELLE PUBLIQUE;MARVILLE;Public;1 passage des Ecoles;;;93200;ST DENIS;Saint-Denis;654141.7;6871015.5;EPSG:2154;48.93747694958974;2.374025719398637;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.93747694958974, 2.374025719398637;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930495H;Ecole maternelle Paul Bert;ECOLE MATERNELLE PUBLIQUE;PAUL BERT;Public;116 rue des Cités;;;93300;AUBERVILLIERS;Aubervilliers;655148.5;6867914.4;EPSG:2154;48.90966163440061;2.38809619487554;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.90966163440061, 2.38809619487554;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930496J;Ecole maternelle Jean-Jacques Rousseau;ECOLE MATERNELLE PUBLIQUE;JEAN-JACQUES ROUSSEAU;Public;2 rue Paul Doumer;;;93300;AUBERVILLIERS;Aubervilliers;654982.2;6868785.4;EPSG:2154;48.917482466171;2.38573503662471;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.917482466171, 2.38573503662471;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930497K;Ecole maternelle Paul Doumer;ECOLE MATERNELLE PUBLIQUE;PAUL DOUMER;Public;2 rue Paul Doumer;;;93120;LA COURNEUVE;La Courneuve;656656.8;6869313.2;EPSG:2154;48.92234364342342;2.4085300297724594;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93027;Seine-Saint-Denis;Ile-de-France;Créteil;48.92234364342342, 2.4085300297724594;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930502R;Ecole maternelle Pêche d'Or;ECOLE MATERNELLE PUBLIQUE;PECHE D'OR;Public;5 rue Auguste  Blanqui;;;93170;BAGNOLET;Bagnolet;657895.0;6863751.4;EPSG:2154;48.87241060273101;2.4259778807977805;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.87241060273101, 2.4259778807977805;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930504T;Ecole maternelle Saint Just;ECOLE MATERNELLE PUBLIQUE;SAINT-JUST;Public;Rue Adrien Huzard;;;93300;AUBERVILLIERS;Aubervilliers;655346.5;6869101.2;EPSG:2154;48.920347657512366;2.390672437360091;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.920347657512366, 2.390672437360091;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930505U;Ecole maternelle La Montjoie;ECOLE MATERNELLE PUBLIQUE;LA MONTJOIE;Public;8 rue Saint-Just;LA PLAINE SAINT DENIS;;93200;ST DENIS;Saint-Denis;653106.6;6867784.5;EPSG:2154;48.90834797771749;2.360254340812712;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.90834797771749, 2.360254340812712;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930510Z;Ecole maternelle Louis Pasteur;ECOLE MATERNELLE PUBLIQUE;LOUIS PASTEUR;Public;136 avenue de la République;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;651030.3;6872351.5;EPSG:2154;48.949261166148965;2.3314020874337795;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.949261166148965, 2.3314020874337795;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930517G;Ecole maternelle Romain Rolland;ECOLE MATERNELLE PUBLIQUE;ROMAIN ROLLAND;Public;49 rue Romain Rolland;;;93260;LES LILAS;Les Lilas;657298.2;6864488.3;EPSG:2154;48.87899811167269;2.4177678583275255;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93045;Seine-Saint-Denis;Ile-de-France;Créteil;48.87899811167269, 2.4177678583275255;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930535B;Ecole élémentaire Paul Lafargue;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LAFARGUE;Public;5 rue Paul Lafargue;;;93100;MONTREUIL;Montreuil;661638.0;6862573.9;EPSG:2154;48.86205525719106;2.4771113498649795;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93048;Seine-Saint-Denis;Ile-de-France;Créteil;48.86205525719106, 2.4771113498649795;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930543K;Ecole élémentaire Romain Rolland;ECOLE ELEMENTAIRE PUBLIQUE;ROMAIN ROLLAND;Public;55 rue Jean Durand;;;93240;STAINS;Stains;654268.3;6872928.2;EPSG:2154;48.954685327251305;2.375547291539921;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.954685327251305, 2.375547291539921;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-09-30
0930547P;Ecole élémentaire Henri Wallon;ECOLE ELEMENTAIRE PUBLIQUE;HENRI WALLON;Public;3 rue Geneviève de Gaulle;;;93120;LA COURNEUVE;La Courneuve;654593.0;6869940.0;EPSG:2154;48.92783773648943;2.3803010062936933;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93027;Seine-Saint-Denis;Ile-de-France;Créteil;48.92783773648943, 2.3803010062936933;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930557A;Ecole élémentaire Albert Calmette;ECOLE ELEMENTAIRE PUBLIQUE;ALBERT CALMETTE;Public;10 rue Pasteur;;;93200;ST DENIS;Saint-Denis;654523.2;6871503.5;EPSG:2154;48.941892249829394;2.3791806781423888;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.941892249829394, 2.3791806781423888;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930558B;Ecole élémentaire  Louise Michel;ECOLE ELEMENTAIRE PUBLIQUE;LOUISE MICHEL;Public;Rue Louise Michel;;;93120;LA COURNEUVE;La Courneuve;655311.6;6870219.3;EPSG:2154;48.93039961154995;2.3900783743347143;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93027;Seine-Saint-Denis;Ile-de-France;Créteil;48.93039961154995, 2.3900783743347143;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930559C;Ecole élémentaire Jules Verne;ECOLE ELEMENTAIRE PUBLIQUE;JULES VERNE;Public;48 rue Pierre et Marie Curie;;;93170;BAGNOLET;Bagnolet;657777.6;6863631.5;EPSG:2154;48.87132467474117;2.424389325806216;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.87132467474117, 2.424389325806216;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930562F;Ecole maternelle Bois-Perrier;ECOLE MATERNELLE PUBLIQUE;BOIS-PERRIER;Public;5-7 rue Jacques Offenbach;;;93110;ROSNY SOUS BOIS;Rosny-sous-Bois;662199.0;6864826.6;EPSG:2154;48.88234670639066;2.484557343521633;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93064;Seine-Saint-Denis;Ile-de-France;Créteil;48.88234670639066, 2.484557343521633;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930574U;Ecole élémentaire André Boulloche;ECOLE ELEMENTAIRE PUBLIQUE;ANDRE BOULLOCHE;Public;4 rue de la Terre Saint-Blaise;;;93140;BONDY;Bondy;662070.0;6868672.1;EPSG:2154;48.91692041289751;2.4824547123070477;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93010;Seine-Saint-Denis;Ile-de-France;Créteil;48.91692041289751, 2.4824547123070477;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930581B;Ecole maternelle Romain Rolland;ECOLE MATERNELLE PUBLIQUE;ROMAIN ROLLAND;Public;86 rue Saint Stenay;;;93700;DRANCY;Drancy;657657.4;6869197.4;EPSG:2154;48.92136894126564;2.4221954872410616;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.92136894126564, 2.4221954872410616;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930584E;Ecole maternelle Marcel Cachin;ECOLE MATERNELLE PUBLIQUE;MARCEL CACHIN;Public;35 rue Madeleine Odru;;;93230;ROMAINVILLE;Romainville;658240.0;6864502.0;EPSG:2154;48.879183074804665;2.4306073520017324;MANUEL;BATIMENT;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93063;Seine-Saint-Denis;Ile-de-France;Créteil;48.879183074804665, 2.4306073520017324;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930585F;Ecole maternelle Pré Gentil;ECOLE MATERNELLE PUBLIQUE;PRE GENTIL;Public;10 rue Henri Mondor;;;93110;ROSNY SOUS BOIS;Rosny-sous-Bois;663063.0;6863342.2;EPSG:2154;48.869047828982076;2.49646732620068;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93064;Seine-Saint-Denis;Ile-de-France;Créteil;48.869047828982076, 2.49646732620068;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930587H;Ecole maternelle L'Hermitage;ECOLE MATERNELLE PUBLIQUE;L'HERMITAGE;Public;8 rue Auguste Poullain;;;93200;ST DENIS;Saint-Denis;652738.4;6871421.5;EPSG:2154;48.9410262266595;2.3548259740521758;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.9410262266595, 2.3548259740521758;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0930605C;Ecole élémentaire Eugène Varlin;ECOLE ELEMENTAIRE PUBLIQUE;EUGENE VARLIN;Public;5 rue Hémet;;;93300;AUBERVILLIERS;Aubervilliers;655329.7;6868548.4;EPSG:2154;48.915375470883276;2.3905014235957123;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.915375470883276, 2.3905014235957123;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-11-02
0930660M;Ecole élémentaire Cahouettes;ECOLE ELEMENTAIRE PUBLIQUE;CAHOUETTES;Public;8 rue Paul Letombe;;;93360;NEUILLY PLAISANCE;Neuilly-Plaisance;664084.5;6862764.8;EPSG:2154;48.863913066708015;2.510441059569694;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93049;Seine-Saint-Denis;Ile-de-France;Créteil;48.863913066708015, 2.510441059569694;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930667V;Ecole élémentaire Paul Serelle;ECOLE ELEMENTAIRE PUBLIQUE;PAUL SERELLE;Public;15 rue Paul Serelle;;;93160;NOISY LE GRAND;Noisy-le-Grand;668355.6;6858623.7;EPSG:2154;48.82689545467557;2.5689666884177718;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93051;Seine-Saint-Denis;Ile-de-France;Créteil;48.82689545467557, 2.5689666884177718;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930681K;Ecole élémentaire Joliot-Curie 2;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE 2;Public;15 allée Fernand Lindet;;;93390;CLICHY SOUS BOIS;Clichy-sous-Bois;666854.0;6867876.2;EPSG:2154;48.910027397208594;2.5477918481413475;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93014;Seine-Saint-Denis;Ile-de-France;Créteil;48.910027397208594, 2.5477918481413475;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930684N;Ecole élémentaire Louis  Pasteur;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PASTEUR;Public;39 allée Robert Besson;;;93390;CLICHY SOUS BOIS;Clichy-sous-Bois;665766.7;6866877.8;EPSG:2154;48.90099221844627;2.533038794324432;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93014;Seine-Saint-Denis;Ile-de-France;Créteil;48.90099221844627, 2.533038794324432;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930697C;Ecole élémentaire d'application Jacob 2;ECOLE ELEMENTAIRE APPLICATION;JACOB 2;Public;2 rue Camille Nicolas;;;93190;LIVRY GARGAN;Livry-Gargan;666590.3;6869579.5;EPSG:2154;48.925330788644835;2.5440601126193623;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;093;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.925330788644835, 2.5440601126193623;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930699E;Ecole élémentaire d'application Jean Jaurès 2;ECOLE ELEMENTAIRE APPLICATION;JEAN JAURES 2;Public;97 boulevard Jean Jaurès;;;93190;LIVRY GARGAN;Livry-Gargan;665210.9;6869161.6;EPSG:2154;48.92149972005144;2.5252702668280884;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;093;11;24;93046;Seine-Saint-Denis;Ile-de-France;Créteil;48.92149972005144, 2.5252702668280884;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930701G;Ecole élémentaire André Champy;ECOLE ELEMENTAIRE PUBLIQUE;ANDRE CHAMPY;Public;12 rue Delagarde;;;93370;MONTFERMEIL;Montfermeil;668255.0;6866892.4;EPSG:2154;48.9012510326124;2.566978787641673;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93047;Seine-Saint-Denis;Ile-de-France;Créteil;48.9012510326124, 2.566978787641673;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930704K;Ecole élémentaire Joliot-Curie;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE;Public;3 avenue Montgolfier;;;93370;MONTFERMEIL;Montfermeil;669454.3;6867146.7;EPSG:2154;48.90359590552165;2.5833193588461976;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93047;Seine-Saint-Denis;Ile-de-France;Créteil;48.90359590552165, 2.5833193588461976;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930707N;Ecole élémentaire Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;192 route de Meaux;;;93410;VAUJOURS;Vaujours;669126.6;6870758.4;EPSG:2154;48.936058711785805;2.578586279924314;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93074;Seine-Saint-Denis;Ile-de-France;Créteil;48.936058711785805, 2.578586279924314;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930715X;Ecole élémentaire Claude Bernard;ECOLE ELEMENTAIRE PUBLIQUE;CLAUDE BERNARD;Public;3 boulevard Lucien Gelot;;;93270;SEVRAN;Sevran;664844.2;6871184.4;EPSG:2154;48.9396696897342;2.520098668121035;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93071;Seine-Saint-Denis;Ile-de-France;Créteil;48.9396696897342, 2.520098668121035;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930739Y;Ecole élémentaire Bourg 2;ECOLE ELEMENTAIRE PUBLIQUE;BOURG 2;Public;39 rue de Sevran;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663489.4;6871279.2;EPSG:2154;48.940446694076;2.5015970117684483;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.940446694076, 2.5015970117684483;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930740Z;Ecole élémentaire Pont de L'Union;ECOLE ELEMENTAIRE PUBLIQUE;PONT DE L'UNION;Public;2 rue de Freinville;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;664261.4;6869534.7;EPSG:2154;48.9248027842222;2.5122823320447734;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.9248027842222, 2.5122823320447734;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930741A;Ecole élémentaire Les Prévoyants;ECOLE ELEMENTAIRE PUBLIQUE;LES PREVOYANTS;Public;41 avenue des Friches;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663917.5;6869353.3;EPSG:2154;48.92315235468525;2.5076047539949866;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.92315235468525, 2.5076047539949866;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930744D;Ecole élémentaire Fontaine des Prés 1;ECOLE ELEMENTAIRE PUBLIQUE;FONTAINE DES PRES 1;Public;25 rue de l'Arbre Vert;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662276.1;6871435.5;EPSG:2154;48.94178218372246;2.4850209072983307;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.94178218372246, 2.4850209072983307;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930748H;Ecole élémentaire Ormeteau;ECOLE ELEMENTAIRE PUBLIQUE;ORMETEAU;Public;137 bis route de Mitry;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663899.2;6871674.9;EPSG:2154;48.94402808846173;2.5071572954602246;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.94402808846173, 2.5071572954602246;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930756S;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;2 rue Robert Planquette;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;660894.3;6870841.9;EPSG:2154;48.93636181615052;2.4662129270625455;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.93636181615052, 2.4662129270625455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930757T;Ecole élémentaire Edouard Vaillant;ECOLE ELEMENTAIRE PUBLIQUE;EDOUARD VAILLANT;Public;75 avenue Normandie-Niémen;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;659314.5;6871965.6;EPSG:2154;48.94636847800843;2.444541690892467;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.94636847800843, 2.444541690892467;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930765B;Ecole élémentaire Paul Eluard;ECOLE ELEMENTAIRE PUBLIQUE;PAUL ELUARD;Public;42 avenue Paul Vaillant-Couturier;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;661615.5;6869972.4;EPSG:2154;48.928586371607075;2.476135648633092;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.928586371607075, 2.476135648633092;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930775M;Ecole maternelle Fontaine des Prés;ECOLE MATERNELLE PUBLIQUE;FONTAINE DES PRES;Public;29 rue de l'Arbre Vert;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;662152.7;6871189.7;EPSG:2154;48.93956462120577;2.4833583429384642;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.93956462120577, 2.4833583429384642;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930777P;Ecole maternelle Ormeteau;ECOLE MATERNELLE PUBLIQUE;ORMETEAU;Public;137 bis route de Mitry;;;93600;AULNAY SOUS BOIS;Aulnay-sous-Bois;663899.2;6871674.9;EPSG:2154;48.94402808846173;2.5071572954602246;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93005;Seine-Saint-Denis;Ile-de-France;Créteil;48.94402808846173, 2.5071572954602246;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930779S;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;Avenue Jean Jaurès;;;93150;LE BLANC MESNIL;Le Blanc-Mesnil;661256.6;6869348.6;EPSG:2154;48.9229553752744;2.471294598092908;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93007;Seine-Saint-Denis;Ile-de-France;Créteil;48.9229553752744, 2.471294598092908;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930793G;Ecole maternelle Marie Curie;ECOLE MATERNELLE PUBLIQUE;MARIE CURIE;Public;8 rue de Lille;;;93290;TREMBLAY EN FRANCE;Tremblay-en-France;669219.6;6871419.5;EPSG:2154;48.9420080468536;2.5798076620815786;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93073;Seine-Saint-Denis;Ile-de-France;Créteil;48.9420080468536, 2.5798076620815786;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930802S;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;Allée Maurice Audin;;;93390;CLICHY SOUS BOIS;Clichy-sous-Bois;666158.0;6867701.7;EPSG:2154;48.908421963641565;2.5383105111862556;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93014;Seine-Saint-Denis;Ile-de-France;Créteil;48.908421963641565, 2.5383105111862556;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930808Y;Ecole maternelle Jules Ferry;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;Public;167 avenue Gabriel Péri;;;93370;MONTFERMEIL;Montfermeil;667211.8;6865717.4;EPSG:2154;48.890632267020656;2.552839964262476;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93047;Seine-Saint-Denis;Ile-de-France;Créteil;48.890632267020656, 2.552839964262476;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930814E;Ecole maternelle Jean De La Fonraine;ECOLE MATERNELLE PUBLIQUE;JEAN DE LA FONTAINE;Public;1 avenue Jean Jaurès;;;93220;GAGNY;Gagny;665787.5;6865038.1;EPSG:2154;48.884449348164026;2.533470774036358;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.884449348164026, 2.533470774036358;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930817H;Ecole maternelle  Lamartine;ECOLE MATERNELLE PUBLIQUE;LAMARTINE;Public;105 rue du 19 Mars 1962;;;93220;GAGNY;Gagny;666557.5;6866279.2;EPSG:2154;48.89565074684085;2.5438726682920003;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93032;Seine-Saint-Denis;Ile-de-France;Créteil;48.89565074684085, 2.5438726682920003;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
